MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
3.122601738199695,7.360125947471291,2.247908823058144,0.20789199851133877,1894.9229133461492,1.3719502192763373,35.95884473836167,-77.88981445427238
3.5723162902991734,7.229836595506721,2.577588365748308,0.2130213254418473,1446.9432184658565,1.4078991090618505,31.28630784047993,-74.90543920609679
3.6113789842256567,11.920253266231214,2.413528231496642,0.21562855263719546,1175.3820104773731,1.4049270812058654,30.922098690645047,-75.5905937884594
3.7171444009941137,10.877938450514659,2.2330065396137773,0.2224113975529131,1355.2672361945672,1.221629901516649,30.89544924065713,-75.59718181328981
3.4799478263213883,9.444755578904397,3.092284056860582,0.23301000759997667,1304.806926625076,1.6837040007694442,35.41697258860732,-77.70534975902092
3.4512736466641623,8.663019467116982,1.814672139068338,0.23506263510765746,1229.3090588722494,1.51612808161339,34.199981039159034,-78.1665114971496
4.057474008729058,6.708679187648444,3.0583657483963735,0.21661405526027966,1821.3510116074253,1.8111676425524332,31.29519099047591,-74.82638290813188
3.2520116014723897,7.6207046514004295,2.652659417255261,0.22463364144674602,1614.1170684899726,1.5543550002859965,30.602305290790024,-74.66827031220204
4.083703832087636,9.705334282833537,2.684823071314283,0.20488006589108812,1262.435674314816,1.7679132079265256,30.89544924065713,-75.28095662143015
3.4992206355991957,6.317811131754737,2.2649674482067566,0.22194662018822336,2041.6815236207765,1.50520313818334,34.39541033907044,-77.90957852876362
3.6870130089280777,6.969257891577583,2.52421489456619,0.21563331023606558,1599.4797267827919,1.456817661483272,34.38652718907447,-77.54723716309108
3.481546059285889,8.402440763187844,1.9503871536764477,0.22455708700313845,1980.8209975751304,1.2341470031880852,34.29769568911474,-78.028162975711
3.457572564818372,7.881283355329567,2.93745698007117,0.23609084680648873,1413.8166030232899,1.741658332874258,36.60731468806769,-78.17309952198
3.704123503018619,7.6207046514004295,1.8653903215090804,0.2200796354271574,1671.5108557102337,1.483391527872713,30.975397590620883,-75.5247135401553
5.899014438649529,9.705334282833537,3.3548123029731345,0.22462400236026359,1362.971100250978,1.4404736153578142,30.9043323906531,-75.6564740367635
5.13106349920674,9.444755578904397,3.2688648063766115,0.21267990152692068,1375.682475944056,1.8070952911595295,30.95763129062894,-75.26119254693891
3.01067842383272,8.923598171046121,2.766355753624026,0.23876421101908554,1312.1255974786661,2.256414129217658,32.041375590137626,-75.9990513279448
3.2368753951615257,9.835623634798106,1.5218201631238828,0.2219109619451116,1649.5548431494626,2.0461472889443537,30.93098184064102,-75.48518539117285
4.585831024052372,11.920253266231214,3.198557725427158,0.21992650301084657,1209.6642055284015,1.6357117538084514,30.99316389061283,-75.54447761464654
5.424574282452181,5.926943075861029,3.4989013468730428,0.22535025905692485,1551.330576430224,1.7602127300074597,33.67587518939664,-77.87663840461157
3.447231057401012,9.444755578904397,1.8784777068040401,0.22607870888944115,1746.6235302602397,1.61498562679069,30.95763129062894,-75.50494946566407
3.8333453388837246,9.705334282833537,2.2588838064965615,0.20769379013815473,1468.8992310266276,1.6207315642360134,29.79393864115649,-74.83297093296228
3.7566301565876707,9.965912986762675,1.9488285004717896,0.21087095376713408,1480.0698339084233,1.53557912351935,30.735552540729618,-75.55106563947695
3.4237746383043635,9.05388752301069,3.1674691735939975,0.24268337796838088,1202.7307278776318,2.3739110371813004,29.66957454121287,-73.76571091043591
4.580002174417132,7.229836595506721,3.3703507299411015,0.20262968161277645,1186.5526133591688,1.8168036147933029,34.69743743893352,-78.44979656485722
3.953823900295971,11.920253266231214,2.4024346839473267,0.21087095376713408,1104.1212679555724,1.4030843687691292,33.94236968927582,-78.15992347231919
2.8979559929834933,9.444755578904397,1.8593905729076343,0.1951326467907256,1818.6546591876815,2.1337901687071366,34.32434513910266,-77.50112098927822
